Wage_Euro,Value_Euro,Name,Age,Nationality,Overall,Potential,Club,Special,Acceleration,Aggression,Agility
81000,17500000,G. Krychowiak,27,Poland,81,83,West Bromwich Albion,1992,62,87,59
73000,21000000,K. Kampl,26,Slovenia,81,83,RB Leipzig,2030,86,64,91
110000,17500000,D. Lovren,27,Croatia,81,83,Liverpool,1739,57,87,53
72000,18500000,A. Yarmolenko,27,Ukraine,81,81,Borussia Dortmund,2024,81,67,76
71000,18500000,Y. Belhanda,27,Morocco,81,81,Galatasaray SK,2133,77,75,87
52000,17000000,Mário Fernandes,26,Russia,81,82,CSKA Moscow,2086,79,77,79
83000,18500000,R. Rodríguez,24,Switzerland,81,84,Milan,2179,73,75,73
17000,23000000,J. Corona,24,Mexico,81,85,FC Porto,1969,87,45,90
38000,18000000,Mario Gaspar,26,Spain,81,84,Villarreal CF,2092,78,77,69
115000,17500000,Marcos Alonso,26,Spain,81,83,Chelsea,2118,74,72,68
63000,22500000,M. Götze,25,Germany,81,85,Borussia Dortmund,1972,71,48,86
28000,14500000,L. Hrádecký,27,Finland,81,83,Eintracht Frankfurt,1122,38,31,43
37000,18000000,Illarramendi,27,Spain,81,81,Real Sociedad,2043,65,77,70
31000,14000000,De Marcos,28,Spain,81,81,Athletic Club de Bilbao,2101,83,76,77
120000,17000000,C. Smalling,27,England,81,82,Manchester United,1826,69,83,60
33000,17500000,Iturraspe,28,Spain,81,81,Athletic Club de Bilbao,1957,57,66,53
115000,22000000,J. Wilshere,25,England,81,84,Arsenal,2102,73,82,80
105000,20000000,S. Rudy,27,Germany,81,82,FC Bayern Munich,2119,74,58,79
95000,24500000,M. Lanzini,24,Argentina,81,87,West Ham United,1926,85,47,88
32000,20500000,R. Boudebouz,27,Algeria,81,82,Real Betis Balompié,1987,77,58,79
66000,18000000,Camacho,27,Spain,81,84,VfL Wolfsburg,2026,64,86,71
165000,17500000,Paulinho,28,Brazil,81,81,FC Barcelona,2168,76,69,70
84000,18000000,N. Kalinić,29,Croatia,81,81,Milan,1892,69,70,69
80000,20500000,Giuliano,27,Brazil,81,82,Fenerbahçe SK,2037,83,71,85
75000,22000000,C. Benteke,26,Belgium,81,83,Crystal Palace,1872,70,63,69
84000,18000000,D. Perotti,28,Argentina,81,81,Roma,1921,84,51,80
60000,13500000,M. Parolo,32,Italy,81,81,Lazio,2150,68,80,67
44000,18000000,K. Mitroglou,29,Greece,81,81,Olympique de Marseille,1800,53,83,50
63000,17000000,M. Sakho,27,France,81,82,Crystal Palace,1728,53,86,61
35000,12000000,A. Rami,31,France,81,81,Olympique de Marseille,1725,49,83,57
48000,21000000,S. Jovetić,27,Montenegro,81,82,AS Monaco,1977,75,50,80
115000,14000000,S. Coleman,28,Republic of Ireland,81,81,Everton,2064,74,78,76
23000,16000000,S. Kjær,28,Denmark,81,82,Sevilla FC,1869,60,80,48
24000,11500000,Adán,30,Spain,81,81,Real Betis Balompié,1273,55,41,55
86000,14000000,M. Valbuena,32,France,81,81,Fenerbahçe SK,1932,81,52,87
91000,12000000,S. Mignolet,29,Belgium,81,81,Liverpool,1266,55,34,34
68000,13000000,D. Astori,30,Italy,81,81,Fiorentina,1656,66,77,57
125000,17500000,K. Mirallas,29,Belgium,81,81,Everton,2059,82,58,82
32000,17000000,Raúl García,30,Spain,81,81,Athletic Club de Bilbao,2124,54,84,65
73000,10000000,M. Škrtel,32,Slovakia,81,81,Fenerbahçe SK,1666,54,80,52
51000,11000000,T. Heaton,31,England,81,81,Burnley,1271,56,31,54
88000,17000000,H. Ben Arfa,30,France,81,81,Paris Saint-Germain,1997,79,61,85
39000,7000000,Dante,33,Brazil,81,81,OGC Nice,1846,44,73,53
84000,16000000,A. Gignac,31,France,81,81,Tigres U.A.N.L.,2001,74,80,66
62000,10500000,Gabi,33,Spain,81,81,Atlético Madrid,2116,62,82,74
27000,7000000,G. Rodríguez,33,Argentina,81,81,San Lorenzo de Almagro,1856,65,80,64
1000,3800000,D. Srna,35,Croatia,81,81,Shakhtar Donetsk,2205,69,83,71
13000,13500000,B. Schweinsteiger,32,Germany,81,81,Chicago Fire Soccer Club,2134,40,80,66
34000,4200000,C. Carrasso,35,France,81,81,Galatasaray SK,1175,38,43,39
46000,9000000,Moyá,33,Spain,81,81,Atlético Madrid,1184,46,22,54
120000,15500000,W. Rooney,31,England,81,81,Everton,2127,67,81,71
110000,10000000,P. Mertesacker,32,Germany,81,81,Arsenal,1558,26,68,27
81000,5500000,T. Motta,34,Italy,81,81,Paris Saint-Germain,1972,31,93,42
68000,11000000,Fernando Torres,33,Spain,81,81,Atlético Madrid,1884,74,62,74
22000,6500000,S. Eto'o,36,Cameroon,81,81,Antalyaspor,2029,73,75,78
74000,22000000,M. Rashford,19,England,80,89,Manchester United,2006,93,67,90
52000,20000000,S. Milinković-Savić,22,Serbia,80,86,Lazio,2093,68,73,66
35000,23500000,Y. Tielemans,20,Belgium,80,90,AS Monaco,2099,52,70,67
35000,17500000,Jemerson,24,Brazil,80,86,AS Monaco,1700,64,76,63
42000,19500000,N. Bentaleb,22,Algeria,80,85,FC Schalke 04,2071,66,74,76
45000,14000000,Alisson,24,Brazil,80,84,Roma,1194,44,27,30
15000,16000000,Alex Telles,24,Brazil,80,84,FC Porto,2159,82,78,78
49000,22000000,J. Brandt,21,Germany,80,88,Bayer 04 Leverkusen,1847,79,42,81
40000,19500000,K. Demirbay,23,Germany,80,84,TSG 1899 Hoffenheim,2054,67,69,78
88000,19000000,D. Rugani,22,Italy,80,88,Juventus,1691,54,70,59
36000,20000000,Samu Castillejo,22,Spain,80,85,Villarreal CF,1896,86,48,84
64000,20500000,P. Zieliński,23,Poland,80,87,Napoli,2037,82,56,77
15000,17000000,Ricardo Pereira,23,Portugal,80,86,FC Porto,2120,89,75,84
12000,17500000,Grimaldo,21,Spain,80,87,SL Benfica,2092,87,65,82
1000,19500000,Fred,24,Brazil,80,85,Shakhtar Donetsk,2123,80,73,84
42000,14000000,J. Hector,27,Germany,80,81,1. FC Köln,2065,76,72,67
105000,19500000,E. Can,23,Germany,80,85,Liverpool,2135,69,83,73
91000,15500000,S. Kolašinac,24,Bosnia Herzegovina,80,83,Arsenal,1888,73,91,52
20000,15500000,Arrizabalaga,22,Spain,80,87,Athletic Club de Bilbao,1207,34,18,41
41000,20500000,A. Pléa,24,France,80,86,OGC Nice,2048,,59,
1000,14000000,T. Stepanenko,27,Ukraine,80,81,Shakhtar Donetsk,2014,71,84,60
74000,16000000,O. Shatov,26,Russia,80,80,Zenit St. Petersburg,2021,85,70,83
36000,19000000,Leo Baptistao,24,Brazil,80,83,RCD Espanyol,1857,77,38,78
38000,16500000,M. Nastasić,24,Serbia,80,84,FC Schalke 04,1730,66,78,64
140000,20500000,Denis Suárez,23,Spain,80,87,FC Barcelona,2005,80,47,83
120000,20000000,M. Batshuayi,23,Belgium,80,85,Chelsea,1852,77,61,78
57000,17000000,J. Brooks,24,United States,80,85,VfL Wolfsburg,1738,69,76,60
22000,11500000,Eric Botteghin,29,Brazil,80,80,Feyenoord,1601,35,76,35
71000,14000000,L. Karius,24,Germany,80,84,Liverpool,1203,51,18,51
44000,19500000,T. Hazard,24,Belgium,80,84,Borussia Mönchengladbach,2011,85,62,91
42000,16000000,V. Germain,27,France,80,80,Olympique de Marseille,2013,78,65,91
69000,16500000,L. Kurzawa,24,France,80,85,Paris Saint-Germain,2139,81,75,77
42000,15000000,J. Iličić,29,Slovenia,80,80,Atalanta,1946,68,58,70
59000,19000000,K. Volland,24,Germany,80,83,Bayer 04 Leverkusen,2065,78,75,73
74000,17500000,Allan,26,Brazil,80,82,Napoli,2105,78,85,79
32000,13500000,P. Hernández,30,Chile,80,80,RC Celta de Vigo,2064,72,87,72
98000,15000000,D. Tadić,28,Serbia,80,80,Southampton,1954,70,56,81
26000,18500000,L. Muriel,26,Colombia,80,83,Sevilla FC,1900,87,50,86
23000,18500000,Pablo Sarabia,25,Spain,80,83,Sevilla FC,1862,74,32,81
105000,20000000,A. Oxlade-Chamberlain,23,England,80,85,Liverpool,2004,87,66,84
66000,15000000,J. Guilavogui,26,France,80,82,VfL Wolfsburg,1967,66,83,54
54000,19500000,O. Özyakup,24,Turkey,80,85,Beşiktaş JK,2127,76,73,88
1000,14500000,Y. Rakitskyi,27,Ukraine,80,82,Shakhtar Donetsk,2115,69,82,72
31000,17500000,Sergi Enrich,27,Spain,80,81,SD Eibar,1916,63,66,68
30000,10000000,Neto,27,Brazil,80,80,Valencia CF,1275,53,40,59
29000,15000000,Hugo Mallo,26,Spain,80,83,RC Celta de Vigo,1912,73,76,78
73000,17000000,D. Didavi,27,Germany,80,81,VfL Wolfsburg,2074,75,70,74
42000,17500000,R. Soriano,26,Italy,80,81,Villarreal CF,2122,77,77,83
66000,17500000,A. Schürrle,26,Germany,80,81,Borussia Dortmund,2037,84,66,77
71000,12000000,M. Gonalons,28,France,80,80,Roma,2019,67,85,63
69000,18000000,R. Pereyra,26,Argentina,80,83,Watford,2076,78,66,79
40000,15000000,K. Vogt,25,Germany,80,82,TSG 1899 Hoffenheim,1953,66,81,59
40000,13000000,F. Orellana,31,Chile,80,80,Valencia CF,1919,82,54,85
68000,12000000,Maicon,28,Brazil,80,80,Galatasaray SK,1882,58,88,34
17000,16000000,E. Salvio,26,Argentina,80,80,SL Benfica,2027,88,67,86
120000,13500000,D. Blind,27,Netherlands,80,81,Manchester United,2078,63,70,72
71000,19000000,S. El Shaarawy,24,Italy,80,83,Roma,1873,86,54,85
120000,17500000,M. Antonio,27,England,80,81,West Ham United,2074,82,75,86
61000,15500000,Iago Falqué,27,Spain,80,80,Torino,1928,80,48,85
89000,16000000,S. Rondón,27,Venezuela,80,80,West Bromwich Albion,1792,73,74,69
23000,13500000,Daniel Carriço,28,Portugal,80,81,Sevilla FC,1936,54,88,59
63000,11000000,M. Schmelzer,29,Germany,80,80,Borussia Dortmund,2000,75,81,66
110000,15500000,J. McCarthy,26,Republic of Ireland,80,83,Everton,2047,72,79,66
57000,16500000,A. Dzagoev,27,Russia,80,81,CSKA Moscow,2141,81,69,71
24000,17000000,Ganso,27,Brazil,80,81,Sevilla FC,1870,36,56,71
59000,17500000,F. Smolov,27,Russia,80,81,FC Krasnodar,1957,89,67,75
130000,17500000,D. Welbeck,26,England,80,81,Arsenal,1972,83,75,82
37000,11500000,Luiz Gustavo,29,Brazil,80,80,Olympique de Marseille,1971,65,88,65
33000,14500000,Mikel San José,28,Spain,80,80,Athletic Club de Bilbao,1946,38,74,47
120000,13500000,M. Darmian,27,Italy,80,81,Manchester United,2005,78,76,80
32000,11500000,R. Thomas,29,France,80,80,Angers SCO,1654,55,74,54
48000,14500000,I. Traoré,29,Guinea,80,80,Borussia Mönchengladbach,1987,92,53,94
29000,14500000,Sidnei,27,Brazil,80,82,RC Deportivo de La Coruña,1787,42,77,51
17000,14500000,J. Lens,29,Netherlands,80,80,Beşiktaş JK,1994,87,53,75
80000,14500000,Eder,30,Italy,80,80,Inter,1939,86,60,81
120000,9500000,Kiko Casilla,30,Spain,80,80,Real Madrid CF,1281,32,45,43
110000,9500000,Nacho Monreal,31,Spain,80,80,Arsenal,2008,74,74,73
59000,13500000,S. Bender,28,Germany,80,81,Bayer 04 Leverkusen,1866,67,82,63
31000,13500000,M. Díaz,30,Chile,80,80,U.N.A.M.,2099,65,78,79
62000,12500000,A. Fernández,31,Argentina,80,80,Atlético Madrid,2056,67,80,75
0,0,M. Berg,30,Sweden,80,80,,1841,74,61,71
14000,11500000,I. Piatti,32,Argentina,80,80,Montreal Impact,2039,79,80,87
25000,14000000,V. Birsa,30,Slovenia,80,80,Chievo Verona,2000,72,55,68
29000,14000000,Pedro León,30,Spain,80,80,SD Eibar,1957,64,55,68
41000,14500000,K. Boateng,30,Ghana,80,80,Eintracht Frankfurt,2156,73,82,77
18000,11000000,Marcano,30,Spain,80,80,FC Porto,1786,67,79,58
71000,11500000,H. Moreno,29,Mexico,80,80,Roma,1882,66,78,66
97000,9500000,S. Romero,30,Argentina,80,80,Manchester United,1251,47,33,52
74000,14000000,A. Candreva,30,Italy,80,80,Inter,2062,77,66,74
67000,10500000,D. Criscito,30,Italy,80,80,Zenit St. Petersburg,2093,78,79,68
33000,14500000,D. Wass,28,Denmark,80,80,RC Celta de Vigo,2107,73,59,78
44000,10500000,Coke,30,Spain,80,80,FC Schalke 04,2030,75,74,68
32000,13500000,A. Guardado,30,Mexico,80,80,Real Betis Balompié,2098,76,72,82
13000,16500000,J. dos Santos,27,Mexico,80,81,LA Galaxy,2056,68,59,74
96000,18500000,E. Lamela,25,Argentina,80,83,Tottenham Hotspur,2047,78,74,77
86000,12000000,R. Bertrand,27,England,80,80,Southampton,2027,79,73,76
0,0,Renato Augusto,29,Brazil,80,80,,2069,66,53,66
16000,10000000,Jardel,31,Brazil,80,80,SL Benfica,1655,55,85,34
50000,10500000,V. Denisov,30,Uzbekistan,80,80,Lokomotiv Moscow,1988,86,82,69
54000,8000000,D. Basta,32,Serbia,80,80,Lazio,2097,77,76,70
29000,10000000,G. Cabral,31,Argentina,80,80,RC Celta de Vigo,1681,43,84,59
96000,10000000,G. Paletta,31,Italy,80,80,Milan,1617,49,84,46
125000,15000000,T. Walcott,28,England,80,80,Arsenal,1976,92,65,83
60000,8500000,L. Fabiański,32,Poland,80,80,Swansea City,1206,50,43,52
60000,6000000,B. Foster,34,England,80,80,West Bromwich Albion,1241,50,15,45
41000,12000000,V. Ibišević,32,Bosnia Herzegovina,80,80,Hertha BSC Berlin,1890,53,83,65
23000,11000000,K. El Ahmadi,32,Morocco,80,80,Feyenoord,2045,66,84,74
38000,13000000,S. Kalou,31,Ivory Coast,80,80,Hertha BSC Berlin,1922,69,35,77
54000,13000000,Manuel Fernandes,31,Portugal,80,80,Lokomotiv Moscow,2145,83,68,82
50000,8500000,A. Granqvist,32,Sweden,80,80,FC Krasnodar,1798,46,81,55
13000,12000000,L. Podolski,32,Germany,80,80,Vissel Kobe,2036,79,70,69
34000,6000000,Javi Fuego,33,Spain,80,80,RCD Espanyol,1979,61,87,64
30000,9000000,F. Belluschi,33,Argentina,80,80,San Lorenzo de Almagro,2102,70,73,78
48000,7500000,A. Mirante,33,Italy,80,80,Bologna,1194,44,32,50
40000,6000000,V. Enyeama,34,Nigeria,80,80,LOSC Lille,1373,,39,
44000,6000000,F. Marchetti,34,Italy,80,80,Lazio,1259,55,36,60
10000,6500000,Kaká,35,Brazil,80,80,Orlando City Soccer Club,1832,63,45,68
110000,9500000,J. Milner,31,England,80,80,Liverpool,2155,69,79,72
56000,4500000,A. Hutchinson,34,Canada,80,80,Beşiktaş JK,2065,68,69,67
73000,10000000,M. Topal,31,Turkey,80,80,Fenerbahçe SK,2051,67,70,66
21000,6000000,J. Mathieu,33,France,80,80,Sporting CP,1996,67,80,55
59000,7500000,C. Kameni,33,Cameroon,80,80,Fenerbahçe SK,1236,44,34,65
110000,4500000,P. Jagielka,34,England,80,80,Everton,1918,47,79,51
25000,1700000,P. Evra,36,France,80,80,Olympique de Marseille,2023,73,83,78
87000,8000000,J. Defoe,34,England,80,80,Bournemouth,1880,77,63,83
8000,1000000,Júlio César,37,Brazil,80,80,SL Benfica,1263,39,37,69
86000,3500000,M. Carrick,35,England,80,80,Manchester United,1992,43,64,58
11000,16500000,M. Almirón,23,Paraguay,79,83,Atlanta United FC,2025,90,,87
33000,18000000,Oyarzabal,20,Spain,79,86,Real Sociedad,1820,71,40,72
21000,15500000,Soares,26,Brazil,79,81,FC Porto,1943,82,90,74
23000,11000000,M. Campaña,28,Uruguay,79,82,Independiente,1205,40,25,40
31000,17000000,F. Andone,24,Romania,79,84,RC Deportivo de La Coruña,1977,79,83,78
22000,16000000,M. Acuña,25,Argentina,79,82,Sporting CP,2103,85,74,84
105000,15000000,V. Lindelöf,22,Sweden,79,86,Manchester United,1869,68,80,64
26000,12500000,Y. Cardinale,23,France,79,85,OGC Nice,1285,53,37,43
19000,14500000,C. Lenglet,22,France,79,84,Sevilla FC,1696,72,80,50
52000,18500000,M. Dahoud,21,Germany,79,87,Borussia Dortmund,1979,78,68,87
110000,13500000,D. Zappacosta,25,Italy,79,83,Chelsea,2079,78,75,75
64000,13500000,N. Maksimović,25,Serbia,79,83,Napoli,1594,62,77,51
64000,17500000,E. Rigoni,24,Argentina,79,85,Zenit St. Petersburg,1950,90,44,78
23000,12500000,I. Marcone,27,Argentina,79,82,Club Atlético Lanús,1916,57,81,58
16000,12000000,L. López,27,Argentina,79,80,SL Benfica,1785,64,79,64
60000,19000000,A. Correa,22,Argentina,79,87,Atlético Madrid,1965,85,41,87
81000,18000000,K. Coman,21,France,79,86,FC Bayern Munich,1855,93,36,87
40000,11000000,S. Kritsyuk,26,Russia,79,82,FC Krasnodar,1186,49,27,36
37000,18500000,W. Cyprien,22,France,79,87,OGC Nice,2165,78,78,81
29000,16000000,Diego Llorente,23,Spain,79,87,Real Sociedad,1733,59,75,59
15000,17000000,Anderson Talisca,23,Brazil,79,84,Beşiktaş JK,2096,73,65,73
25000,15000000,L. Dendoncker,22,Belgium,79,86,RSC Anderlecht,2108,66,75,59
38000,18000000,M. Meyer,21,Germany,79,86,FC Schalke 04,1853,79,61,91
31000,14000000,Gayà,22,Spain,79,84,Valencia CF,2062,83,74,80
90000,17000000,S. Boufal,23,Morocco,79,84,Southampton,1842,83,47,90
64000,17500000,M. Benassi,22,Italy,79,86,Fiorentina,2086,69,74,75
23000,14000000,N. Tagliafico,24,Argentina,79,84,Independiente,2006,92,73,83
58000,13500000,E. Hysaj,23,Albania,79,83,Napoli,1911,78,79,76
31000,15000000,João Cancelo,23,Portugal,79,86,Inter,2116,93,69,78
83000,16000000,A. Romagnoli,22,Italy,79,87,Milan,1683,64,82,58
17000,17000000,Óliver Torres,22,Spain,79,85,FC Porto,1977,75,58,85
92000,16500000,H. Çalhanoğlu,23,Turkey,79,83,Milan,1988,71,57,76
39000,16500000,Gerard Moreno,25,Spain,79,83,RCD Espanyol,1919,79,41,
65000,17500000,B. Traoré,21,Burkina Faso,79,85,Olympique Lyonnais,1957,85,,86
60000,18000000,L. Vietto,23,Argentina,79,86,Atlético Madrid,1979,76,66,78
64000,16500000,L. Paredes,23,Argentina,79,84,Zenit St. Petersburg,2094,75,79,77
63000,16500000,M. Arnold,23,Germany,79,84,VfL Wolfsburg,2048,67,66,73
81000,18500000,S. Gnabry,21,Germany,79,87,TSG 1899 Hoffenheim,1980,92,63,85
91000,14000000,L. Shaw,21,England,79,84,Manchester United,2011,80,74,78
35000,13000000,E. Višća,27,Bosnia Herzegovina,79,79,İstanbul Başakşehir FK,1977,90,47,92
1000,17000000,Bernard,24,Brazil,79,84,Shakhtar Donetsk,1921,94,41,92
54000,16500000,D. Baselli,25,Italy,79,84,Torino,2087,70,65,79
71000,18000000,A. Milik,23,Poland,79,86,Napoli,1912,70,67,68
81000,13500000,Bernat,24,Spain,79,83,FC Bayern Munich,2069,84,71,86
57000,13500000,W. Orban,24,Germany,79,82,RB Leipzig,1656,55,78,48
33000,16000000,Rubén Pardo,24,Spain,79,83,Real Sociedad,1966,65,60,76
96000,15000000,K. Zouma,22,France,79,86,Stoke City,1861,63,83,45
42000,13000000,C. Kramer,26,Germany,79,82,Borussia Mönchengladbach,1849,53,78,67
54000,13500000,S. Vrsaljko,25,Croatia,79,83,Atlético Madrid,2044,80,70,67
80000,15500000,Zé Luís,26,Cape Verde,79,81,Spartak Moscow,1872,80,76,64
105000,14500000,J. Stones,23,England,79,85,Manchester City,1807,71,73,64
36000,14500000,J. Vestergaard,24,Denmark,79,84,Borussia Mönchengladbach,1712,47,81,30
64000,14000000,Fernando,25,Brazil,79,84,Spartak Moscow,2065,70,80,74
71000,17000000,M. Depay,23,Netherlands,79,84,Olympique Lyonnais,1997,90,62,82
78000,10000000,F. Fernández,28,Argentina,79,79,Swansea City,1599,48,78,48
47000,12500000,S. Sané,26,Senegal,79,81,Hannover 96,1813,62,84,60
43000,16000000,N. Sansone,25,Italy,79,82,Villarreal CF,1993,84,68,87
63000,16000000,P. Ntep,24,France,79,82,VfL Wolfsburg,1917,88,75,85
68000,13000000,F. Ghoulam,26,Algeria,79,82,Napoli,2067,74,74,68
64000,13500000,J. Murillo,25,Colombia,79,83,Valencia CF,1822,73,88,78
37000,12500000,Gabriel Paulista,26,Brazil,79,81,Valencia CF,1902,64,78,66
38000,14500000,V. Darida,26,Czech Republic,79,80,Hertha BSC Berlin,2098,74,56,83
82000,13000000,Cédric,25,Portugal,79,82,Southampton,2118,84,75,76
68000,12500000,L. Tonelli,27,Italy,79,81,Napoli,1678,72,85,72
6000,16000000,R. Saponara,25,Italy,79,82,Fiorentina,1864,71,52,71
35000,13000000,D. Sidibé,24,France,79,82,AS Monaco,2086,78,76,68
53000,13000000,Y. Konoplyanka,27,Ukraine,79,79,FC Schalke 04,1931,86,48,81
125000,14000000,L. Digne,23,France,79,84,FC Barcelona,2052,79,75,71
150000,17500000,Paco Alcácer,23,Spain,79,85,FC Barcelona,1859,72,59,76
30000,12500000,Vicente Gómez,28,Spain,79,79,UD Las Palmas,1886,40,65,62
32000,15500000,E. Çolak,26,Turkey,79,82,RC Deportivo de La Coruña,1947,76,52,86
25000,15500000,N. Jørgensen,26,Denmark,79,81,Feyenoord,1931,76,60,65
82000,13000000,Oriol Romeu,25,Spain,79,81,Southampton,1837,63,88,60
26000,12000000,Nolito,30,Spain,79,79,Sevilla FC,1986,74,73,83
71000,13500000,B. Martins Indi,25,Netherlands,79,82,Stoke City,1719,54,86,53
98000,16500000,M. Gabbiadini,25,Italy,79,83,Southampton,1893,74,57,73
46000,15000000,P. Herrmann,26,Germany,79,80,Borussia Mönchengladbach,1961,86,58,85
75000,13500000,F. Lejeune,26,France,79,83,Newcastle United,1821,42,87,60
63000,13500000,J. Bruma,25,Netherlands,79,83,VfL Wolfsburg,1865,62,81,52
115000,12500000,P. Jones,25,England,79,80,Manchester United,1860,51,85,42
80000,8000000,Adrián,30,Spain,79,79,West Ham United,1246,46,38,53
31000,16000000,Keko,25,Spain,79,82,Málaga CF,1947,80,54,78
39000,12500000,H. Pérez,28,Paraguay,79,79,RCD Espanyol,1912,83,85,76
40000,9500000,Jaume Costa,29,Spain,79,79,Villarreal CF,2048,83,81,80
54000,13000000,A. Areola,24,France,79,86,Paris Saint-Germain,1266,54,26,53
22000,10500000,Escudero,27,Spain,79,79,Sevilla FC,2047,72,75,75
69000,15500000,Y. Mallı,25,Turkey,79,81,VfL Wolfsburg,1921,78,48,83
80000,15500000,A. Kokorin,26,Russia,79,81,Zenit St. Petersburg,2004,85,67,82
22000,12000000,S. Corchia,26,France,79,80,Sevilla FC,2114,77,76,76
42000,11500000,J. Kucka,30,Slovakia,79,79,Trabzonspor,2178,69,86,75
17000,11000000,J. Zoet,26,Netherlands,79,82,PSV,1276,57,18,54
58000,16000000,A. Ljajić,25,Serbia,79,82,Torino,1940,82,44,81
37000,15500000,Canales,26,Spain,79,82,Real Sociedad,1764,65,55,70
27000,8500000,M. Hitz,29,Switzerland,79,79,FC Augsburg,1195,41,25,45
31000,9500000,Balenziaga,29,Spain,79,79,Athletic Club de Bilbao,1957,73,76,68
92000,13000000,W. Bony,28,Ivory Coast,79,79,Swansea City,1880,63,68,67
42000,10500000,B. Hübner,27,Germany,79,79,TSG 1899 Hoffenheim,1659,54,76,47
110000,12000000,F. Coquelin,26,France,79,80,Arsenal,1965,65,91,74
59000,13000000,Jonathas,28,Brazil,79,79,Hannover 96,1803,72,79,59
34000,14500000,G. Bou,27,Argentina,79,80,Club Tijuana,1915,76,52,74
28000,10000000,V. Babacan,28,Turkey,79,80,İstanbul Başakşehir FK,1228,49,29,58
26000,12500000,S. Doumbia,29,Ivory Coast,79,79,Sporting CP,1997,90,62,70
74000,9500000,C. Noboa,32,Ecuador,79,79,Zenit St. Petersburg,2173,73,68,77
71000,10000000,I. Smolnikov,28,Russia,79,79,Zenit St. Petersburg,2047,84,65,80
57000,10000000,Maurício,28,Brazil,79,79,Lazio,1789,68,84,57
38000,13000000,M. Fabián,27,Mexico,79,79,Eintracht Frankfurt,2018,76,64,88
27000,10000000,R. Zieler,28,Germany,79,80,VfB Stuttgart,1155,46,32,43
125000,14000000,D. Drinkwater,27,England,79,80,Chelsea,2069,,74,
68000,8000000,A. Kolarov,31,Serbia,79,79,Roma,2173,64,85,63
